CustomerId,Recency,Frequency,Total_Spending,Average_Transaction_Value,Max_Transaction_Value,Transaction_Value_Std,Platform_Fraud_Occurrences,Default_Proxy
CustomerId_2093,6,25,244000,9760.0,21000,6200.000000000001,0,0
CustomerId_2094,3,156,573046,3673.371794871795,50000,7441.617896596229,0,0
CustomerId_2095,3,1,10000,10000.0,10000,0.0,0,0
CustomerId_2097,33,3,112000,37333.333333333336,100000,54280.137558165174,0,0
CustomerId_2098,75,1,10000,10000.0,10000,0.0,0,0
CustomerId_2099,89,5,30400,6080.0,10000,4100.2438951847735,0,0
CustomerId_2101,80,1,500,500.0,500,0.0,0,1
CustomerId_2102,54,7,61000,8714.285714285714,20000,6047.4315681476355,0,0
CustomerId_2103,54,6,41000,6833.333333333333,10000,3763.863263545405,0,0
CustomerId_2104,68,6,41000,6833.333333333333,10000,3763.863263545405,0,0
CustomerId_2105,20,1,1000,1000.0,1000,0.0,0,1
CustomerId_2106,1,14,112000,8000.0,20000,4607.685886729827,0,0
CustomerId_2107,12,7,51000,7285.714285714285,20000,6818.217893122458,0,0
CustomerId_2108,33,2,40500,20250.0,20500,353.5533905932738,0,0
CustomerId_2109,38,3,3000,1000.0,1000,0.0,0,0
CustomerId_2110,91,1,1000,1000.0,1000,0.0,0,1
CustomerId_2111,1,111,364568,3284.3963963963965,50000,5224.697101754111,0,0
CustomerId_2115,27,1,2000,2000.0,2000,0.0,0,1
CustomerId_2116,85,1,2000,2000.0,2000,0.0,0,1
CustomerId_2117,1,14,102000,7285.714285714285,11000,3148.3468538405855,0,0
CustomerId_2120,19,5,32000,6400.0,10000,3781.5340802378078,0,0
CustomerId_2122,9,1,500,500.0,500,0.0,0,1
CustomerId_2123,39,4,4500,1125.0,2000,629.1528696058958,0,0
CustomerId_2126,1,18,12800,711.1111111111111,5000,1141.7614816789676,0,0
CustomerId_2127,1,9,21350,2372.222222222222,5000,2191.4822482613095,0,0
CustomerId_2130,12,29,110952,3825.9310344827586,30000,7530.873454990058,0,0
CustomerId_2133,36,9,71400,7933.333333333333,22000,7122.675059273728,0,0
CustomerId_2134,33,17,112000,6588.235294117647,11000,3704.875563521192,0,0
CustomerId_2135,4,82,222386,2712.0243902439024,10000,3224.512783469124,0,0
CustomerId_2136,61,2,1050,525.0,1000,671.7514421272201,0,1
CustomerId_2137,6,40,236000,5900.0,10000,3665.850725065266,0,0
CustomerId_2138,5,14,112000,8000.0,11000,3113.247129976625,0,0
CustomerId_2139,54,1,1000,1000.0,1000,0.0,0,1
CustomerId_2140,1,13,102000,7846.153846153846,15000,3782.5510317366916,0,0
CustomerId_2141,64,1,10000,10000.0,10000,0.0,0,0
CustomerId_2142,34,28,216700,7739.285714285715,10200,2806.6507370509003,0,0
CustomerId_2143,55,1,500000,500000.0,500000,0.0,1,1
CustomerId_2144,55,4,31000,7750.0,14000,7228.41614740048,0,0
CustomerId_2145,1,19,142000,7473.684210526316,11000,2988.281205208691,0,0
CustomerId_2147,2,1,10000,10000.0,10000,0.0,0,0
CustomerId_2148,33,3,37790,12596.666666666666,14590,1772.0139201861068,0,0
CustomerId_2149,12,9,62000,6888.888888888889,10000,3257.470047615344,0,0
CustomerId_2150,19,25,26663,1066.52,3500,1293.15870126859,0,0
CustomerId_2151,51,1,6000,6000.0,6000,0.0,0,1
CustomerId_2152,29,3,2050,683.3333333333334,1000,548.4827557301445,0,0
CustomerId_2153,33,1,500,500.0,500,0.0,0,1
CustomerId_2154,2,127,489358,3853.212598425197,17680,4116.233961507991,0,0
CustomerId_2155,75,5,31000,6200.0,10000,3834.057902536163,0,0
CustomerId_2156,59,8,4140,517.5,1000,457.96911935818804,0,0
CustomerId_2157,42,1,1000,1000.0,1000,0.0,0,1
CustomerId_2158,86,3,225000,75000.0,200000,108512.67207105353,0,0
CustomerId_2159,36,3,4000,1333.3333333333333,2000,577.3502691896257,0,0
CustomerId_2165,56,3,6250,2083.3333333333335,5000,2553.592241007427,0,0
CustomerId_2166,42,1,50000,50000.0,50000,0.0,0,0
CustomerId_2167,26,10,62000,6200.0,10000,3614.784456460256,0,0
CustomerId_2169,1,4,127000,31750.0,100000,46176.29261861546,0,0
CustomerId_2170,15,2,4000,2000.0,2000,0.0,0,1
CustomerId_2171,2,17,123000,7235.294117647059,11500,3478.1354876698283,0,0
CustomerId_2172,2,9,11160,1240.0,5000,1577.0007133796737,0,0
CustomerId_2173,5,7,51000,7285.714285714285,10000,3638.419332360584,0,0
CustomerId_2175,20,6,32000,5333.333333333333,10000,4033.1955899344466,0,0
CustomerId_2176,29,3,12220,4073.3333333333335,11000,6011.333739972631,0,0
CustomerId_2178,17,25,383867,15354.68,120000,33370.187708891695,0,0
CustomerId_2179,85,2,1000,500.0,500,0.0,0,1
CustomerId_2181,76,1,1000,1000.0,1000,0.0,0,1
CustomerId_2183,75,7,31000,4428.571428571428,10000,3141.5040377258183,0,0
CustomerId_2184,59,6,26062,4343.666666666667,11200,5349.090452279403,0,0
CustomerId_2186,1,94,222118,2362.9574468085107,10200,2801.4388964678265,0,0
CustomerId_2187,4,37,46510,1257.027027027027,5000,1514.3881508620805,0,0
CustomerId_2188,78,8,6075,759.375,1500,519.6045027573513,0,0
CustomerId_2190,36,1,1000,1000.0,1000,0.0,0,1
CustomerId_2191,64,3,42000,14000.0,20000,10392.304845413264,0,0
CustomerId_2192,12,4,22000,5500.0,10000,3696.845502136473,0,0
CustomerId_2198,66,1,100000,100000.0,100000,0.0,0,0
CustomerId_2204,9,7,218474,31210.571428571428,150000,56733.00728516907,0,0
CustomerId_2205,19,8,119050,14881.25,100000,34553.04346219013,0,0
CustomerId_2206,54,6,41000,6833.333333333333,10000,3763.863263545405,0,0
CustomerId_2207,82,1,5000,5000.0,5000,0.0,0,1
CustomerId_2211,54,9,101000,11222.222222222223,20000,7224.57226723108,0,0
CustomerId_2212,5,22,126600,5754.545454545455,15000,4389.812586598036,0,0
CustomerId_2213,1,47,313039,6660.404255319149,48608,10726.388232156156,0,0
CustomerId_2214,1,147,2079182,14144.095238095239,733000,64779.924994599474,1,1
CustomerId_2215,42,2,120000,60000.0,100000,56568.5424949238,0,0
CustomerId_2216,2,236,2243420,9506.016949152543,588668,50200.40596122754,2,1
CustomerId_2217,1,13,100000,7692.307692307692,10000,2594.372608313854,0,0
CustomerId_2218,4,1,2000,2000.0,2000,0.0,0,1
CustomerId_2219,75,5,22250,4450.0,10000,3528.45575287547,0,0
CustomerId_2221,3,68,681730,10025.441176470587,31200,7094.718328493898,0,0
CustomerId_2223,33,5,40000,8000.0,10000,2738.6127875258308,0,0
CustomerId_2224,89,9,51600,5733.333333333333,10700,4595.922105519196,0,0
CustomerId_2226,14,1,10000,10000.0,10000,0.0,0,0
CustomerId_2227,35,1,1000,1000.0,1000,0.0,0,1
CustomerId_2230,1,32,260000,8125.0,15000,2767.903597053309,0,0
CustomerId_2231,5,5,32000,6400.0,10000,3781.5340802378078,0,0
CustomerId_2232,47,6,41000,6833.333333333333,10000,3763.863263545405,0,0
CustomerId_2233,2,148,262110,1771.0135135135135,5000,2018.8180989933057,0,0
CustomerId_2239,47,5,31000,6200.0,10000,3834.057902536163,0,0
CustomerId_2243,47,7,51000,7285.714285714285,10000,3638.419332360584,0,0
CustomerId_2244,4,1,1000,1000.0,1000,0.0,0,1
CustomerId_2245,87,1,14000,14000.0,14000,0.0,0,0
CustomerId_2246,66,21,20820,991.4285714285714,5000,1473.5816425101316,0,0
CustomerId_2247,80,20,14358,717.9,2000,775.1079992661122,0,0
CustomerId_2250,12,8,62000,7750.0,14000,5035.587637718448,0,0
CustomerId_2253,55,17,36000,2117.6470588235293,10000,3429.123483872673,0,0
CustomerId_2254,86,1,2000,2000.0,2000,0.0,0,1
CustomerId_2256,57,2,2000,1000.0,1000,0.0,0,1
CustomerId_2258,55,6,41000,6833.333333333333,10000,3763.863263545405,0,0
CustomerId_2260,1,22,180000,8181.818181818182,10000,2461.829819586655,0,0
CustomerId_2261,20,2,4000,2000.0,2000,0.0,0,1
CustomerId_2262,41,11,91000,8272.727272727272,10000,3133.3978072025607,0,0
CustomerId_2263,8,6,9485,1580.8333333333333,2000,747.3982650947663,0,0
CustomerId_2265,74,9,30000,3333.3333333333335,10000,3172.14438511238,0,0
CustomerId_2266,2,77,23780395,308836.2987012987,5000000,893404.3355179913,7,1
CustomerId_2267,43,16,143041,8940.0625,90000,21965.926463407668,0,0
CustomerId_2268,34,2,525,262.5,500,335.87572106361006,0,1
CustomerId_2269,54,6,41000,6833.333333333333,10000,3763.863263545405,0,0
CustomerId_2272,75,8,35000,4375.0,14000,5950.690236074659,0,0
CustomerId_2273,8,17,179238,10543.411764705883,28000,8220.17429148269,0,0
CustomerId_2275,72,1,1000,1000.0,1000,0.0,0,1
CustomerId_2276,4,73,50330,689.4520547945206,2000,601.1571952191664,0,0
CustomerId_2277,12,5,32000,6400.0,10000,3781.5340802378078,0,0
CustomerId_2279,33,7,62000,8857.142857142857,20000,6094.49400220044,0,0
CustomerId_2280,62,1,1000,1000.0,1000,0.0,0,1
CustomerId_2281,1,7,4050,578.5714285714286,1000,439.32442725274495,0,0
CustomerId_2282,10,7,14800,2114.285714285714,5500,1607.7194732794353,0,0
CustomerId_2283,31,1,1000,1000.0,1000,0.0,0,1
CustomerId_2284,8,25,15935,637.4,2500,698.8221042106019,0,0
CustomerId_2286,80,1,500,500.0,500,0.0,0,1
CustomerId_2287,54,11,118725,10793.181818181818,100000,29673.805980420453,0,0
CustomerId_2288,1,70,507580,7251.142857142857,19900,3620.8616729527766,0,0
CustomerId_2289,1,21,102000,4857.142857142857,11000,3811.6363190329985,0,0
CustomerId_2290,90,5,30400,6080.0,10000,4100.2438951847735,0,0
CustomerId_2291,75,4,2520,630.0,1010,477.00454225650026,0,0
CustomerId_2292,45,3,3058000,1019333.3333333334,2800000,1542945.6676543516,1,1
CustomerId_2294,67,15,26480,1765.3333333333333,10000,2773.718150957732,0,0
CustomerId_2295,27,4,6100,1525.0,3000,1252.663828274237,0,0
CustomerId_2296,1,4,2000,500.0,500,0.0,0,0
CustomerId_2297,5,19,24000,1263.157894736842,10000,2241.997627691229,0,0
CustomerId_2298,81,21,138408,6590.857142857143,90000,19323.301535414994,0,0
CustomerId_2299,30,7,33000,4714.285714285715,10000,4121.661708352013,0,0
CustomerId_2300,53,2,1025,512.5,1000,689.4291116568838,0,1
CustomerId_2301,26,236,790993,3351.665254237288,70000,9307.872209382329,0,0
CustomerId_2302,5,6,42000,7000.0,10000,3687.817782917155,0,0
CustomerId_2303,1,11,13126000,1193272.7272727273,5000000,1893349.6291445533,8,1
CustomerId_2305,12,3,16000,5333.333333333333,10000,4509.249752822894,0,0
CustomerId_2306,3,61,206380,3383.27868852459,12000,4262.281654744508,0,0
CustomerId_2307,6,4,2000,500.0,500,0.0,0,0
CustomerId_2308,2,144,168525,1170.3125,13560,1719.7684649363443,0,0
CustomerId_2309,30,1,10000,10000.0,10000,0.0,0,0
CustomerId_2310,20,9,62000,6888.888888888889,10000,3257.470047615344,0,0
CustomerId_2311,51,13,8640,664.6153846153846,3500,936.0410014578722,0,0
CustomerId_2313,5,7,52000,7428.571428571428,10000,3552.329886011098,0,0
CustomerId_2315,5,25,152000,6080.0,11000,3627.6714294434105,0,0
CustomerId_2317,90,1,1000,1000.0,1000,0.0,0,1
CustomerId_2321,23,26,46667,1794.8846153846155,10000,2262.2573739859586,0,0
CustomerId_2322,4,5,22400,4480.0,10000,5052.919947911307,0,0
CustomerId_2323,16,14,34997,2499.785714285714,11200,3858.357645395281,0,0
CustomerId_2324,64,162,576402,3558.037037037037,98000,12412.495081476894,0,0
CustomerId_2325,16,11,730000,66363.63636363637,100000,34719.656470860216,0,0
CustomerId_2326,16,9,20075,2230.5555555555557,5000,2171.5409915029877,0,0
CustomerId_2327,47,4,21000,5250.0,10000,3685.557397915997,0,0
CustomerId_2328,6,5,32000,6400.0,10000,3781.5340802378078,0,0
CustomerId_2329,5,31,354683,11441.387096774193,100000,20668.27917313134,0,0
CustomerId_2330,20,5,32000,6400.0,10000,3781.5340802378078,0,0
CustomerId_2332,36,15,54604,3640.266666666667,20000,6333.994817836604,0,0
CustomerId_2333,38,1,1000,1000.0,1000,0.0,0,1
CustomerId_2334,47,4,21000,5250.0,10000,3685.557397915997,0,0
CustomerId_2335,61,1,5000,5000.0,5000,0.0,0,1
CustomerId_2336,55,4,21000,5250.0,10000,3685.557397915997,0,0
CustomerId_2338,5,7,52000,7428.571428571428,10000,3552.329886011098,0,0
CustomerId_2340,26,6,4510,751.6666666666666,1500,521.5521706087193,0,0
CustomerId_2341,66,5,17500,3500.0,10000,3704.051835490427,0,0
CustomerId_2342,26,1,500,500.0,500,0.0,0,1
CustomerId_2343,1,64,134262,2097.84375,20000,4092.169712918245,0,0
CustomerId_2344,60,3,86000,28666.666666666668,80000,44500.93631973751,0,0
CustomerId_2345,47,6,41000,6833.333333333333,10000,3763.863263545405,0,0
CustomerId_2346,74,2,11750,5875.0,10000,5833.630944789017,0,0
CustomerId_2347,23,1,20000,20000.0,20000,0.0,0,0
CustomerId_2348,19,37,102080,2758.9189189189187,21800,5623.0176920818485,0,0
CustomerId_2349,33,484,1153456,2383.1735537190084,46000,6833.576097200865,0,0
CustomerId_2352,6,6,32000,5333.333333333333,10000,4033.195589934446,0,0
CustomerId_2353,9,55,6299972,114544.94545454545,800000,171403.56488086045,5,1
CustomerId_2356,42,1,5000,5000.0,5000,0.0,0,1
CustomerId_2357,89,1,2000,2000.0,2000,0.0,0,1
CustomerId_2359,6,3,110000,36666.666666666664,100000,54848.27557301444,0,0
CustomerId_2360,56,25,48740,1949.6,10000,2824.7171392312302,0,0
CustomerId_2361,29,1,1000,1000.0,1000,0.0,0,1
CustomerId_2362,53,4,3050,762.5,1000,475.0,0,0
CustomerId_2363,5,27,232800,8622.222222222223,20000,5913.760571968069,0,0
CustomerId_2365,27,1,500,500.0,500,0.0,0,1
CustomerId_2366,69,6,1100000,183333.33333333334,200000,8164.965809277261,0,0
CustomerId_2368,6,9,62000,6888.888888888889,10000,3257.470047615344,0,0
CustomerId_2369,37,5,5700,1140.0,2000,497.9959839195493,0,0
CustomerId_2371,68,8,61000,7625.0,10000,3502.55009141299,0,0
CustomerId_2372,19,1,5000,5000.0,5000,0.0,0,1
CustomerId_2373,19,11,165800,15072.727272727272,50000,17939.01284402745,0,0
CustomerId_2374,1,6,3550,591.6666666666666,1000,361.1324780003409,0,0
CustomerId_2375,14,3,22000,7333.333333333333,10000,4618.802153517006,0,0
CustomerId_2376,87,1,500,500.0,500,0.0,0,1
CustomerId_2381,66,11,8610,782.7272727272727,2000,671.8644343778127,0,0
CustomerId_2384,2,8,31750,3968.75,15000,5335.055060634332,0,0
CustomerId_2386,45,3,2122,707.3333333333334,1100,595.6184460989547,0,0
CustomerId_2388,84,2,105000,52500.0,100000,67175.14421272202,0,0
CustomerId_2389,53,1,1000,1000.0,1000,0.0,0,1
CustomerId_2391,5,5,32000,6400.0,10000,3781.5340802378078,0,0
CustomerId_2393,34,21,222000,10571.42857142857,30000,6913.8370574625815,0,0
CustomerId_2396,43,2,3250,1625.0,2250,883.8834764831844,0,1
CustomerId_2397,72,1,500,500.0,500,0.0,0,1
CustomerId_2398,75,1,50000,50000.0,50000,0.0,0,0
CustomerId_2400,47,8,78750,9843.75,27750,8416.54142999707,0,0
CustomerId_2401,6,14,110300,7878.571428571428,20000,5184.581960957905,0,0
CustomerId_2402,33,19,20380,1072.6315789473683,4000,1058.4886610701292,0,0
CustomerId_2403,1,21,153000,7285.714285714285,11000,3261.791795054631,0,0
CustomerId_2404,75,5,8020,1604.0,5000,1945.2711893203991,0,0
CustomerId_2405,7,1,2000,2000.0,2000,0.0,0,1
CustomerId_2406,9,22,21375,971.5909090909091,5000,1375.8178402089534,0,0
CustomerId_2407,68,6,5070,845.0,2000,737.3940601876313,0,0
CustomerId_2408,47,7,71000,10142.857142857143,20000,7425.8236676383,0,0
CustomerId_2409,42,1,1000,1000.0,1000,0.0,0,1
CustomerId_2414,6,34,330410,9717.941176470587,20010,5481.581158428189,0,0
CustomerId_2415,26,1,5000,5000.0,5000,0.0,0,1
CustomerId_2416,45,57,133426,2340.8070175438597,60000,8107.635844063906,0,0
CustomerId_2417,3,124,1346445,10858.427419354839,156000,22275.10895620826,0,0
CustomerId_2419,33,14,142000,10142.857142857143,20000,6087.277310501392,0,0
CustomerId_2420,86,18,7100,394.44444444444446,500,203.20150017458684,0,0
CustomerId_2422,6,13,8401,646.2307692307693,2000,602.0976047461289,0,0
CustomerId_2423,13,3,35010,11670.0,33990,19335.89666914881,0,0
CustomerId_2424,8,39,53880,1381.5384615384614,6000,2064.3535224343345,0,0
CustomerId_2425,5,35,251200,7177.142857142857,10000,3223.725075335137,0,0
CustomerId_2426,65,6,4425,737.5,2000,828.5876537820244,0,0
CustomerId_2427,2,67,588600,8785.074626865671,20700,3175.963405795557,0,0
CustomerId_2428,4,2,1000,500.0,500,0.0,0,1
CustomerId_2431,13,5,32000,6400.0,10000,3781.5340802378078,0,0
CustomerId_2432,50,2,53000,26500.0,50000,33234.018715767736,0,0
CustomerId_2433,5,30,312000,10400.0,20000,5684.825536400422,0,0
CustomerId_2434,1,6,20100,3350.0,17000,6703.2827778633955,0,0
CustomerId_2435,1,12,92000,7666.666666666667,20000,4830.45891539648,0,0
CustomerId_2436,57,1,2500,2500.0,2500,0.0,0,1
CustomerId_2437,54,18,123400,6855.555555555556,11700,3774.562260903628,0,0
CustomerId_2438,47,9,71000,7888.888888888889,10000,3370.6247360261145,0,0
CustomerId_2440,5,9,55050,6116.666666666667,21000,7299.657526213131,0,0
CustomerId_2441,1,31,30265,976.2903225806451,9000,1939.4363303727948,0,0
CustomerId_2443,62,4,3050,762.5,1000,475.0,0,0
CustomerId_2444,36,1,1000,1000.0,1000,0.0,0,1
CustomerId_2445,25,55,17746182,322657.85454545455,8600000,1184925.3049636974,2,1
CustomerId_2446,76,62,214327,3456.8870967741937,16000,5476.151377114832,0,0
CustomerId_2447,86,9,13400,1488.888888888889,5000,1717.3795041024307,0,0
CustomerId_2451,83,1,1000,1000.0,1000,0.0,0,1
CustomerId_2454,36,15,12910,860.6666666666666,3000,741.624343361696,0,0
CustomerId_2455,63,2,51000,25500.0,50000,34648.23227814083,0,0
CustomerId_2456,29,1,12000,12000.0,12000,0.0,0,0
CustomerId_2457,6,22,55983,2544.681818181818,5000,2264.311803078022,0,0
CustomerId_2458,71,1,500,500.0,500,0.0,0,1
CustomerId_2459,24,399,863349,2163.781954887218,50000,5376.873165723418,0,0
CustomerId_2461,52,7,5550,792.8571428571429,1000,376.8604642620522,0,0
CustomerId_2462,6,5,32000,6400.0,10000,3781.5340802378078,0,0
CustomerId_2463,85,7,7300,1042.857142857143,3000,1112.2157207681473,0,0
CustomerId_2465,54,1,1000,1000.0,1000,0.0,0,1
CustomerId_2468,71,2,1800,900.0,1000,141.4213562373095,0,1
CustomerId_2469,6,28,182000,6500.0,11000,3474.7768380248644,0,0
CustomerId_2470,37,2,20500,10250.0,20000,13788.582233137677,0,0
CustomerId_2471,2,2,1500,750.0,1000,353.5533905932738,0,1
CustomerId_2474,6,11,62000,5636.363636363636,10000,3748.939243912264,0,0
CustomerId_2477,41,310,676978,2183.8,47000,5369.767919870339,0,0
CustomerId_2480,16,1,10000,10000.0,10000,0.0,0,0
CustomerId_2481,5,6,32000,5333.333333333333,10000,4033.1955899344466,0,0
CustomerId_2482,36,10,8235,823.5,1000,305.45094168749546,0,0
CustomerId_2485,19,1,5000,5000.0,5000,0.0,0,1
CustomerId_2488,1,2,80000,40000.0,40000,0.0,0,0
CustomerId_2489,4,1,10000,10000.0,10000,0.0,0,0
CustomerId_2490,32,1,5000,5000.0,5000,0.0,0,1
CustomerId_2491,5,85,442462,5205.435294117647,11000,3937.046589002674,0,0
CustomerId_2492,47,6,41000,6833.333333333333,10000,3763.863263545405,0,0
CustomerId_2493,6,1,1000,1000.0,1000,0.0,0,1
CustomerId_2494,25,3,6100,2033.3333333333333,5000,2608.3200212652846,0,0
CustomerId_2495,47,6,5050,841.6666666666666,1000,387.8358759406699,0,0
CustomerId_2496,36,2,30000,15000.0,15000,0.0,0,0
CustomerId_2497,62,2,280500,140250.0,280000,197636.34534164003,0,0
CustomerId_2498,6,6,19150,3191.6666666666665,5000,2186.4163982797663,0,0
CustomerId_2501,13,8,156250,19531.25,80000,25779.12967471389,0,0
CustomerId_2503,46,1,1500,1500.0,1500,0.0,0,1
CustomerId_2504,20,6,32000,5333.333333333333,10000,4033.1955899344466,0,0
CustomerId_2505,27,4,8000,2000.0,3000,1154.7005383792514,0,0
CustomerId_2506,12,9,62000,6888.888888888889,11000,3443.996386628638,0,0
CustomerId_2508,13,14,92000,6571.428571428572,10000,3344.6693688335154,0,0
CustomerId_2512,87,1,1000,1000.0,1000,0.0,0,1
CustomerId_2513,47,6,41000,6833.333333333333,10000,3763.863263545405,0,0
CustomerId_2514,21,16,11050,690.625,2000,625.5287763164857,0,0
CustomerId_2515,14,12,15730,1310.8333333333333,11000,3072.5395428577062,0,0
CustomerId_2519,12,30,37285,1242.8333333333333,5000,1180.3116795658427,0,0
CustomerId_2520,14,14,27050,1932.142857142857,5250,1886.2210025152594,0,0
CustomerId_2522,57,1,1000,1000.0,1000,0.0,0,1
CustomerId_2523,83,5,5020,1004.0,2000,700.0571405249717,0,0
CustomerId_2525,59,1,20000,20000.0,20000,0.0,0,0
CustomerId_2526,27,1,1000,1000.0,1000,0.0,0,1
CustomerId_2527,38,5,4020,804.0,1000,438.2693235899588,0,0
CustomerId_2528,19,610,1868148,3062.537704918033,508000,22886.27824205579,1,1
CustomerId_2529,19,63,199000,3158.7301587301586,10000,3473.198531456917,0,0
CustomerId_2530,61,12,36000,3000.0,10000,2984.810028978546,0,0
CustomerId_2531,3,133,218545,1643.1954887218046,14000,2655.7693414202936,0,0
CustomerId_2532,1,1,10000,10000.0,10000,0.0,0,0
CustomerId_2534,75,1,1000,1000.0,1000,0.0,0,1
CustomerId_2535,59,14,216100,15435.714285714286,100000,27628.653107371563,0,0
CustomerId_2536,33,1,500,500.0,500,0.0,0,1
CustomerId_2537,12,15,113734,7582.266666666666,16650,5877.480989416502,0,0
CustomerId_2538,55,4,21000,5250.0,10000,3685.557397915997,0,0
CustomerId_2539,5,8,52000,6500.0,10000,4035.5562548072953,0,0
CustomerId_2541,1,1,1000,1000.0,1000,0.0,0,1
CustomerId_2543,55,4,21000,5250.0,10000,3685.557397915997,0,0
CustomerId_2544,27,139,188035,1352.769784172662,9000,1325.7922395905957,0,0
CustomerId_2545,11,9,8200,911.1111111111111,2000,753.6485328792933,0,0
CustomerId_2546,1,109,161860,1484.954128440367,11200,2535.372579769428,0,0
CustomerId_2548,47,34,51852,1525.0588235294117,10008,2345.1883421318853,0,0
CustomerId_2549,12,7,37000,5285.714285714285,10000,3683.941988065036,0,0
CustomerId_2550,20,12,72000,6000.0,10000,3783.9373433213477,0,0
CustomerId_2552,85,7,14136,2019.4285714285713,2660,913.032832038888,0,0
CustomerId_2554,56,5,108550,21710.0,55000,28176.373081005295,0,0
CustomerId_2555,82,3,42500,14166.666666666666,41000,23239.693055919077,0,0
CustomerId_2556,88,1,50000,50000.0,50000,0.0,0,0
CustomerId_2557,14,2,1500,750.0,1000,353.5533905932738,0,1
CustomerId_2558,67,1,500,500.0,500,0.0,0,1
CustomerId_2559,36,1,1000,1000.0,1000,0.0,0,1
CustomerId_2560,5,5,32000,6400.0,10000,3781.5340802378078,0,0
CustomerId_2561,2,1,40000,40000.0,40000,0.0,0,0
CustomerId_2562,1,21,202950,9664.285714285714,100000,24434.442455564353,0,0
CustomerId_2564,5,35,246000,7028.571428571428,10000,2915.3318274024227,0,0
CustomerId_2565,1,4,4050,1012.5,2000,796.2150044638279,0,0
CustomerId_2569,58,10,7905,790.5,2000,656.1776944293875,0,0
CustomerId_2570,55,1,500,500.0,500,0.0,0,1
CustomerId_2571,17,12,14310,1192.5,5000,1386.946449775713,0,0
CustomerId_2572,5,2,20000,10000.0,10000,0.0,0,0
CustomerId_2574,8,58,127942,2205.896551724138,45700,6093.380471303107,0,0
CustomerId_2576,55,1,5000,5000.0,5000,0.0,0,1
CustomerId_2577,83,7,130000,18571.428571428572,50000,16681.89780228,0,0
CustomerId_2579,26,1,1000,1000.0,1000,0.0,0,1
CustomerId_2580,62,9,27721,3080.1111111111113,10000,3342.5960885382356,0,0
CustomerId_2582,61,6,60000,10000.0,20000,5477.2255750516615,0,0
CustomerId_2584,21,4,144632,36158.0,142000,70564.29023238312,0,0
CustomerId_2587,1,2,31000,15500.0,25000,13435.028842544403,0,0
CustomerId_2588,55,175,446167,2549.5257142857145,30000,5357.629386358893,0,0
CustomerId_2589,69,17,133400,7847.058823529412,20000,5816.906141483077,0,0
CustomerId_2591,41,1,10000,10000.0,10000,0.0,0,0
CustomerId_2592,6,6,60000,10000.0,20000,5477.2255750516615,0,0
CustomerId_2594,35,3,1055000,351666.6666666667,985000,548482.7557301444,0,0
CustomerId_2595,50,79,156856,1985.5189873417721,19000,4225.607450978268,0,0
CustomerId_2596,68,4,2425,606.25,1000,443.6472885825706,0,0
CustomerId_2597,16,3,5200,1733.3333333333333,4000,2003.3305601755626,0,0
CustomerId_2598,86,17,23330,1372.3529411764705,10000,2338.72168452064,0,0
CustomerId_2599,33,6,42000,7000.0,11000,3949.6835316263,0,0
CustomerId_2600,32,1,1000,1000.0,1000,0.0,0,1
CustomerId_2601,24,12,24170,2014.1666666666667,5000,2041.1113654234073,0,0
CustomerId_2602,78,13,8700,669.2307692307693,2000,573.1086508167763,0,0
CustomerId_2603,5,14,121400,8671.42857142857,20000,5961.856779874561,0,0
CustomerId_2604,20,73,280326,3840.082191780822,33500,7498.369290781061,0,0
CustomerId_2605,12,11,82000,7454.545454545455,10000,3173.7560197228886,0,0
CustomerId_2607,1,153,151200,988.2352941176471,8000,1398.1169326742095,0,0
CustomerId_2609,40,52,133170,2560.9615384615386,60000,9046.11134299508,0,0
CustomerId_2610,5,3,2050,683.3333333333334,1000,548.4827557301445,0,0
CustomerId_2612,3,532,742014,1394.7631578947369,35000,4022.932536863403,0,0
CustomerId_2613,49,1,500,500.0,500,0.0,0,1
CustomerId_2614,34,7,52000,7428.571428571428,10000,3552.3298860110976,0,0
CustomerId_2615,35,13,31570,2428.4615384615386,10000,3410.6007441354714,0,0
CustomerId_2616,3,5,4120,824.0,2000,808.6284684575481,0,0
CustomerId_2617,12,10,82000,8200.0,16000,4211.096452627668,0,0
CustomerId_2618,54,6,41000,6833.333333333333,10000,3763.863263545405,0,0
CustomerId_2619,27,1,500,500.0,500,0.0,0,1
CustomerId_2621,72,1,2000,2000.0,2000,0.0,0,1
CustomerId_2623,46,15,53252,3550.133333333333,15000,4610.6787518087785,0,0
CustomerId_2625,83,1,1000,1000.0,1000,0.0,0,1
CustomerId_2626,91,1,2000,2000.0,2000,0.0,0,1
CustomerId_2627,5,5,32000,6400.0,10000,3781.5340802378078,0,0
CustomerId_2628,84,1,10000,10000.0,10000,0.0,0,0
CustomerId_2630,59,5,171000,34200.0,80000,41841.36709047638,0,0
CustomerId_2631,19,1,1000,1000.0,1000,0.0,0,1
CustomerId_2632,30,30,33436,1114.5333333333333,10000,1960.1936873569466,0,0
CustomerId_2633,62,8,21380,2672.5,10000,3746.9215935980606,0,0
CustomerId_2634,31,4,19145,4786.25,14000,6163.556028516871,0,0
CustomerId_2635,2,1,50,50.0,50,0.0,0,1
CustomerId_2636,23,1,82000,82000.0,82000,0.0,0,0
CustomerId_2637,55,7,61000,8714.285714285714,20000,6047.4315681476355,0,0
CustomerId_2638,5,5,32000,6400.0,10000,3781.5340802378078,0,0
